user_id,email,full_name,signup_date,gender,country,age,education_level,employment_status,interests,marketing_source,is_premium,created_at,updated_at
11,mosleybrian@example.net,Alexander Gibson,2022-05-22 12:41:46,Male,Heard Island and McDonald Islands,62,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-22 12:41:46,2023-03-28 05:15:35
12,vtyler@example.net,Sandra Campbell,2022-06-14 20:55:57,Other,Czech Republic,54,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-06-14 20:55:57,2022-10-26 22:58:50
13,david93@example.com,Karen Hobbs,2022-05-29 02:14:38,Male,Pitcairn Islands,52,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-29 02:14:38,2023-08-29 01:21:00
14,zjones@example.org,Brian Doyle,2022-06-05 07:58:07,Other,South Africa,46,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-05 07:58:07,2023-02-19 09:06:32
15,heatherfowler@example.net,Gordon Lewis,2022-05-31 20:56:58,Other,Turkmenistan,58,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-31 20:56:58,2023-03-17 21:57:37
16,morgandana@example.net,Adrian Evans,2022-05-23 17:57:50,Other,Niger,46,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-23 17:57:50,2023-05-21 23:05:32
17,steven03@example.com,Tina Stone,2022-05-27 06:55:58,Male,Turkmenistan,53,PhD,Student,"['Arts', 'Business', 'Health']",partner,False,2022-05-27 06:55:58,2022-09-24 18:25:11
18,timothy09@example.com,Timothy Garcia,2022-05-29 01:23:55,Male,Tonga,38,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-29 01:23:55,2022-12-24 21:14:38
19,sarahsmith@example.org,Teresa Guerrero,2022-06-04 00:56:44,Female,Guinea,28,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-04 00:56:44,2023-11-16 07:57:16
20,spencercesar@example.org,Raymond Smith,2022-05-25 15:25:38,Other,Equatorial Guinea,42,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-25 15:25:38,2023-09-08 16:23:34
21,charles60@example.net,Joel Miller,2022-05-23 06:04:44,Female,Micronesia,37,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-23 06:04:44,2023-04-28 14:38:36
22,hodgejohn@example.org,Jennifer Ramsey,2022-05-09 22:40:16,Male,Guinea,43,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-09 22:40:16,2022-08-11 00:22:06
23,ugibson@example.com,Megan Green,2022-06-18 06:24:50,Male,Niue,19,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-18 06:24:50,2022-07-31 22:48:14
24,johnsonchristopher@example.net,Lauren Brown,2022-05-14 15:44:09,Female,Congo,55,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-14 15:44:09,2023-03-08 14:21:57
25,stephanie67@example.com,Heather Duncan,2022-06-03 07:39:39,Other,Vietnam,61,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-03 07:39:39,2023-06-09 19:42:44
26,pageangela@example.com,Jared Espinoza,2022-05-19 07:36:00,Female,Cook Islands,38,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-19 07:36:00,2022-08-29 06:16:52
27,anthony81@example.net,Kathleen Case,2022-06-02 18:04:56,Female,Brazil,64,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-02 18:04:56,2022-11-03 08:51:11
28,hooperkyle@example.org,Benjamin Cline,2022-05-07 23:14:21,Male,Yemen,30,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-07 23:14:21,2023-01-20 07:24:54
29,debramorgan@example.com,Todd Taylor,2022-05-21 15:58:12,Female,Israel,36,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-21 15:58:12,2022-12-16 10:09:47
30,washingtonjacqueline@example.org,Shelia Garrison,2022-05-14 07:20:55,Male,Eritrea,39,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-14 07:20:55,2023-02-10 10:28:41
31,daniel71@example.net,Christy Clark,2022-05-28 13:05:04,Female,El Salvador,32,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-28 13:05:04,2022-10-18 17:36:53
32,lawrencehiggins@example.com,Charlene Benitez,2022-06-08 18:18:55,Other,Cocos (Keeling) Islands,43,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-08 18:18:55,2022-11-03 14:44:07
33,amanda37@example.com,Amy Barnes,2022-05-16 17:25:00,Male,Haiti,49,PhD,Student,"['Business', 'Health', 'Data Science']",social_media,True,2022-05-16 17:25:00,2023-01-12 19:46:28
34,margaretgreene@example.net,Stephen Jefferson,2022-05-24 19:31:28,Female,Netherlands Antilles,31,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-24 19:31:28,2022-07-30 02:39:37
35,brenda66@example.net,Adam Holt,2022-05-16 08:40:47,Other,Italy,27,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-16 08:40:47,2023-07-27 09:56:16
36,brownalan@example.net,Nicole Myers,2022-05-13 09:22:00,Male,Macao,31,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-13 09:22:00,2023-05-07 02:36:20
37,balljason@example.net,John Garcia,2022-06-01 07:25:57,Female,Australia,28,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-06-01 07:25:57,2022-06-14 17:46:20
38,mchen@example.net,Alexandra Decker,2022-05-15 04:31:24,Other,Kiribati,51,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-15 04:31:24,2023-11-10 05:11:19
39,stephanie64@example.org,Laura Washington,2022-05-21 19:18:37,Male,Holy See (Vatican City State),31,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-21 19:18:37,2023-08-28 06:59:21
40,jacqueline51@example.com,Brian Miller,2022-06-06 02:19:02,Other,Mauritania,43,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-06-06 02:19:02,2023-12-11 01:55:49
41,esparzaisaiah@example.net,Daniel Graves,2022-06-20 11:23:47,Female,Guatemala,38,Master,Retired,"['Arts', 'Business', 'Health']",email_campaign,False,2022-06-20 11:23:47,2023-03-11 13:42:28
42,joann07@example.com,Mr. Matthew Ortega,2022-05-17 05:50:03,Male,Aruba,52,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-17 05:50:03,2022-11-08 08:05:42
43,fsmith@example.net,Amber Brooks,2022-05-20 13:53:25,Female,Australia,57,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-20 13:53:25,2022-06-25 08:20:46
44,sjohnson@example.com,Carla Burch,2022-05-11 10:01:43,Other,Heard Island and McDonald Islands,38,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-11 10:01:43,2022-10-12 00:20:33
45,santiagokelly@example.net,Jillian Santos,2022-05-03 18:49:51,Other,Nauru,50,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-03 18:49:51,2022-10-06 19:32:31
46,mooredenise@example.com,Troy Smith,2022-05-18 11:08:36,Male,Gibraltar,44,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-18 11:08:36,2022-11-26 18:56:01
47,taylorwilliam@example.org,Robin Jackson,2022-06-05 13:08:32,Male,South Georgia and the South Sandwich Islands,29,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-05 13:08:32,2023-11-13 14:05:08
48,pwade@example.com,Haley Burgess,2022-05-03 16:06:05,Male,Ethiopia,48,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-03 16:06:05,2023-05-18 02:16:22
49,tguerrero@example.com,Jamie Meyer,2022-06-01 12:26:33,Female,Puerto Rico,60,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-01 12:26:33,2022-09-08 15:58:09
50,robert27@example.net,Donald Coleman,2022-05-18 22:50:24,Male,Brunei Darussalam,54,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-18 22:50:24,2023-10-01 09:20:53
51,zbowen@example.org,Rick Deleon,2022-07-06 23:42:37,Other,Equatorial Guinea,26,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-07-06 23:42:37,2022-10-08 09:11:47
52,matthewhawkins@example.com,Amber Smith,2022-05-13 04:06:55,Female,North Macedonia,61,Other,Employed,"['Arts', 'Business', 'Data Science']",social_media,False,2022-05-13 04:06:55,2022-05-24 21:57:03
53,bowerscrystal@example.net,Kristine Brewer,2022-05-23 00:12:10,Other,Netherlands,43,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-23 00:12:10,2023-11-05 15:01:34
54,gibsonamy@example.org,Hannah Torres,2022-05-19 17:19:53,Other,Liberia,38,Bachelor,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-19 17:19:53,2023-01-16 16:44:44
55,adamrichards@example.com,Danielle Gibson,2022-05-10 22:12:00,Female,Northern Mariana Islands,38,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-10 22:12:00,2023-04-14 13:00:30
56,goldeneric@example.net,Michael Rodriguez,2022-05-08 12:16:11,Female,Paraguay,64,Bachelor,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-08 12:16:11,2023-03-20 23:59:16
57,nicolesingh@example.org,Gregory Copeland,2022-06-07 21:39:13,Other,Maldives,39,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-07 21:39:13,2023-04-11 09:52:07
58,dcampbell@example.org,Jesse Rivas,2022-05-11 23:16:29,Other,Peru,18,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-11 23:16:29,2023-12-26 11:07:56
59,timothyalvarado@example.com,Jennifer Newton,2022-06-03 05:05:27,Female,Kenya,50,High School,Unemployed,"['Arts', 'Business', 'Health']",email_campaign,True,2022-06-03 05:05:27,2023-05-17 20:20:35
60,robert23@example.com,Bethany Walsh,2022-06-20 00:02:53,Female,North Macedonia,30,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-06-20 00:02:53,2022-11-07 23:47:13
61,morgan74@example.net,Jack Gardner,2022-05-23 23:10:20,Other,Poland,20,Other,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-23 23:10:20,2023-01-02 12:37:01
62,joseph92@example.net,Annette Frank,2022-05-13 08:01:08,Female,Greece,26,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-13 08:01:08,2024-02-15 15:47:36
63,wking@example.net,Christina Ferguson,2022-05-23 03:45:37,Male,Samoa,56,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-23 03:45:37,2022-11-09 04:38:08
64,michael25@example.net,Nathaniel Johnson,2022-06-21 23:32:28,Other,Kyrgyz Republic,32,Master,Student,"['Arts', 'Business', 'Data Science']",organic,False,2022-06-21 23:32:28,2023-11-08 11:33:00
65,smithalicia@example.org,Geoffrey Duncan,2022-05-13 08:58:34,Male,Romania,26,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-13 08:58:34,2023-03-25 11:17:36
66,umayer@example.org,Lisa Robertson,2022-05-21 16:04:31,Other,Malawi,36,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-21 16:04:31,2022-07-24 06:48:01
67,rodriguezrachel@example.com,Roger Hess,2022-05-05 11:29:43,Male,Mauritius,58,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-05 11:29:43,2022-12-02 00:29:37
68,eringreen@example.net,Thomas Sandoval,2022-06-19 16:39:35,Female,Libyan Arab Jamahiriya,41,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-19 16:39:35,2022-10-31 03:23:24
69,lindahoover@example.net,Michelle Hunt,2022-06-03 10:11:25,Female,China,60,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-06-03 10:11:25,2022-11-03 03:39:44
70,qyang@example.com,Elizabeth Dominguez,2022-05-21 12:30:00,Female,Ethiopia,31,Master,Employed,"['Arts', 'Health', 'Data Science']",organic,False,2022-05-21 12:30:00,2023-12-20 00:40:12
71,cindypatterson@example.net,Alexandria Adams,2022-05-03 03:02:41,Male,Korea,53,Other,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-03 03:02:41,2022-11-10 07:57:11
72,sarnold@example.net,James Bradshaw,2022-06-13 21:57:34,Female,Andorra,38,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-13 21:57:34,2023-08-12 04:17:09
73,matthew38@example.net,Cesar Sawyer,2022-05-31 01:18:04,Female,Algeria,29,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-31 01:18:04,2022-07-29 02:40:08
74,fmadden@example.net,Kristy Rodriguez,2022-06-04 10:05:56,Female,Papua New Guinea,59,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-04 10:05:56,2024-01-06 08:29:17
75,edwardbrown@example.com,Sarah Griffin,2022-05-10 08:35:21,Other,Switzerland,64,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-10 08:35:21,2023-10-14 19:30:03
76,rreynolds@example.com,Tammy Stein,2022-05-29 16:34:04,Male,Bhutan,56,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-29 16:34:04,2023-09-15 00:20:52
77,williamhill@example.com,Sandra Rivas,2022-05-26 11:17:03,Female,New Caledonia,30,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-26 11:17:03,2023-05-29 05:46:53
78,lcisneros@example.org,Sydney Stephens,2022-06-14 12:33:18,Female,Antarctica (the territory South of 60 deg S),26,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-06-14 12:33:18,2023-05-02 06:22:33
79,yhudson@example.org,Noah Jenkins,2022-06-03 22:03:30,Female,Guyana,18,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-06-03 22:03:30,2023-02-02 12:40:39
80,bonnie99@example.com,Cheryl Phillips,2022-06-10 05:46:52,Other,Vanuatu,52,Master,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-10 05:46:52,2022-11-04 16:49:43
81,kristinmiller@example.net,Cassandra Smith,2022-06-05 02:39:35,Other,Norway,43,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-05 02:39:35,2023-09-11 09:42:01
82,elizabeth75@example.com,Katherine Patterson,2022-05-25 18:50:14,Male,Russian Federation,28,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-25 18:50:14,2022-08-07 08:02:43
83,kfranklin@example.org,Kathryn Diaz,2022-06-12 10:42:06,Other,French Polynesia,61,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-12 10:42:06,2023-03-01 09:28:15
84,megan06@example.net,Jeffery Green,2022-05-21 13:18:22,Male,Ethiopia,35,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-21 13:18:22,2022-11-25 18:16:48
85,patrick48@example.org,Jennifer Castro,2022-05-17 16:58:33,Male,Falkland Islands (Malvinas),64,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-17 16:58:33,2023-07-31 13:53:16
86,egrant@example.net,Anthony Cruz,2022-05-04 18:48:40,Female,Cyprus,29,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-04 18:48:40,2023-09-28 09:58:05
87,igarcia@example.com,Mrs. Tammy Lane,2022-05-23 22:08:25,Male,Ghana,52,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-23 22:08:25,2023-11-21 00:59:15
88,tbennett@example.net,William Wheeler,2022-05-26 02:41:06,Other,Malta,54,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-26 02:41:06,2023-09-06 05:16:01
89,amy17@example.net,Jeffrey Cook,2022-06-06 10:38:29,Male,Jamaica,39,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-06-06 10:38:29,2022-07-24 21:14:23
90,kathrynpena@example.net,Joseph Perkins,2022-05-24 07:35:36,Male,Vietnam,45,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-24 07:35:36,2022-09-10 23:35:08
91,jessica17@example.net,Rebekah Sutton,2022-05-24 14:24:18,Male,Malaysia,34,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-24 14:24:18,2023-05-10 08:34:12
92,brian25@example.org,Austin Scott,2022-06-02 12:24:07,Female,Sri Lanka,34,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-06-02 12:24:07,2023-11-01 06:10:34
93,martin47@example.com,Haley Espinoza,2022-05-27 13:26:08,Male,Bhutan,41,Bachelor,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-27 13:26:08,2022-07-31 12:09:43
94,rflynn@example.org,John Garcia,2022-05-26 04:33:28,Male,Aruba,23,Other,Retired,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-26 04:33:28,2023-09-17 01:56:30
95,alicia37@example.net,Brooke Dean,2022-05-25 00:29:34,Female,Myanmar,56,High School,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-25 00:29:34,2023-04-18 23:10:36
96,baileycharles@example.org,Lori Brown,2022-06-02 07:36:57,Female,France,63,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-06-02 07:36:57,2023-01-24 18:56:06
97,hobbsgrace@example.com,Jose Chavez DVM,2022-05-13 01:18:46,Male,Senegal,18,Bachelor,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-13 01:18:46,2024-01-14 12:11:21
98,ogray@example.com,Mary Reyes,2022-05-07 18:42:04,Female,Mauritius,52,Master,Retired,"['Arts', 'Business', 'Health']",organic,True,2022-05-07 18:42:04,2022-05-25 03:21:21
99,hensontoni@example.org,John Gonzalez,2022-05-20 12:38:51,Female,United States of America,37,Master,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-20 12:38:51,2023-01-10 06:44:44
100,natalie59@example.net,Lindsey Finley,2022-05-25 10:53:53,Female,Kenya,31,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,True,2022-05-25 10:53:53,2023-07-10 15:15:26
101,spena@example.org,Brandon Pitts,2022-06-10 14:15:22,Female,Madagascar,20,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-10 14:15:22,2022-07-06 14:11:58
102,pamela36@example.net,Seth Reeves,2022-05-19 06:45:14,Female,Kuwait,24,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-19 06:45:14,2023-02-11 07:19:09
103,donald60@example.org,Amber Baxter,2022-05-08 21:03:49,Other,South Africa,38,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-08 21:03:49,2023-12-16 06:34:29
104,xcollins@example.org,Mary Delgado,2022-06-16 08:08:27,Female,Mexico,53,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-06-16 08:08:27,2022-12-19 08:54:52
105,pdoyle@example.org,Alicia Burton,2022-05-15 22:13:33,Male,Thailand,26,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-05-15 22:13:33,2022-08-15 15:54:13
106,codythomas@example.com,Michelle Jones,2022-05-13 07:24:31,Male,Malta,52,PhD,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-13 07:24:31,2023-06-12 19:36:07
107,kwood@example.net,Lori Taylor,2022-05-26 13:32:40,Female,Bulgaria,19,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-26 13:32:40,2024-01-21 06:22:48
108,ebass@example.com,Tina Bond,2022-05-12 12:07:37,Male,India,31,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-12 12:07:37,2022-09-09 12:21:29
109,uwallace@example.org,Mary Johnston,2022-06-16 10:17:11,Female,Singapore,20,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-06-16 10:17:11,2022-12-01 19:07:06
110,paulchandler@example.net,Mrs. Linda Patrick,2022-05-28 07:32:56,Female,Cyprus,53,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",partner,False,2022-05-28 07:32:56,2023-04-04 18:29:09
111,cstafford@example.com,Michelle Herring,2022-05-15 14:18:53,Other,Suriname,56,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-05-15 14:18:53,2023-08-31 23:26:19
112,cheryl16@example.org,Mark Shelton,2022-05-24 19:24:59,Other,Colombia,26,Other,Employed,"['Business', 'Health', 'Data Science']",organic,False,2022-05-24 19:24:59,2022-12-13 04:05:53
113,williamcompton@example.org,Colleen Brown,2022-05-04 20:52:59,Female,Reunion,57,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-04 20:52:59,2024-01-26 15:21:47
114,vtaylor@example.org,Erin Gonzalez,2022-05-15 04:10:19,Male,Holy See (Vatican City State),61,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-05-15 04:10:19,2023-09-21 18:31:35
115,hodgelinda@example.org,Lauren Johnson,2022-05-31 15:08:24,Female,Albania,51,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-31 15:08:24,2023-10-17 03:36:22
116,peterparker@example.com,Sarah Weaver,2022-06-05 02:10:16,Other,Reunion,27,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-05 02:10:16,2023-07-23 00:16:35
117,oarnold@example.net,Bryan Harrell,2022-06-04 10:54:21,Male,Ethiopia,34,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-06-04 10:54:21,2023-07-18 14:08:37
118,gomezaustin@example.net,Jason Huffman,2022-06-02 06:56:29,Male,Saint Martin,48,Master,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-06-02 06:56:29,2023-08-05 10:03:56
119,uaguilar@example.net,Joshua Lewis,2022-06-04 05:38:02,Male,Uruguay,62,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,True,2022-06-04 05:38:02,2022-11-17 06:23:26
120,ingrammatthew@example.com,Jay Rodriguez,2022-06-23 08:16:35,Other,Belgium,22,High School,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-06-23 08:16:35,2022-11-16 15:33:27
121,tiffanybaldwin@example.net,Donald Humphrey,2022-05-30 07:40:57,Female,Latvia,40,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-30 07:40:57,2022-08-03 14:58:23
122,christinebrown@example.net,Bradley Chavez,2022-05-16 09:03:29,Male,Swaziland,41,PhD,Retired,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-16 09:03:29,2023-10-08 22:44:24
123,devon13@example.com,Michelle Burns,2022-07-01 04:13:23,Male,United States of America,29,High School,Retired,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-07-01 04:13:23,2023-02-16 17:37:25
124,samuellopez@example.org,Sarah Medina,2022-06-11 06:48:59,Female,Netherlands,21,PhD,Student,"['Arts', 'Business', 'Health', 'Data Science']",social_media,True,2022-06-11 06:48:59,2024-01-06 06:50:44
125,linda66@example.org,Cheryl Lewis,2022-05-29 20:37:26,Female,Liechtenstein,59,High School,Employed,"['Arts', 'Business', 'Health', 'Data Science']",partner,True,2022-05-29 20:37:26,2023-07-21 01:14:24
126,schmidtandre@example.com,Anthony Pugh,2022-05-20 11:21:32,Other,Aruba,62,Master,Employed,"['Arts', 'Business', 'Health', 'Data Science']",email_campaign,False,2022-05-20 11:21:32,2022-09-15 14:59:44
127,crystalallen@example.net,Robin Garner,2022-07-15 17:05:03,Male,Bolivia,64,PhD,Unemployed,"['Arts', 'Business', 'Health', 'Data Science']",social_media,False,2022-07-15 17:05:03,2023-01-05 16:04:03
128,wayne55@example.com,Eric Turner,2022-05-20 06:57:26,Male,Cayman Islands,41,Other,Student,"['Arts', 'Business', 'Health', 'Data Science']",organic,False,2022-05-20 06:57:26,2022-12-22 03:03:02
